Enemy Battler,Rooster898196553,Grey rooster,Used for rooster enemies,Low,Needed
Enemy Battler,Scorpion204715142,Yellow scorpion,Used for scorpion enemies,Medium,Needed
Enemy Battler,Scorpion637723660,Black scorpion,Used for scorpion enemies,Medium,Needed
Enemy Battler,Scorpion564165695,Purple scorpion,Used for scorpion enemies,Medium,Needed
Enemy Battler,Scorpion518206421_orig,Blue scorpion,Used for scorpion enemies,Medium,Needed
Enemy Battler,Scorpion462545871_orig,Fire scorpion,Used for scorpion enemies,Medium,Needed
Enemy Battler,spider213583399,Giant spider,Used for spider enemies,Medium,Needed
Enemy Battler,spider456796641,Brown recluse,Used for spider enemies,Medium,Needed
Enemy Battler,spider570665783,Huge spider,Used for spider enemies,Medium,Needed
Enemy Battler,spider776702305_orig,Massive spider,Used for spider enemies,Medium,Needed
Enemy Battler,spider930284473,Icky spider,Used for spider enemies,Medium,Needed
Enemy Battler,fox-orange_1_orig,Orange fox,Used for fox enemies,Medium,Needed
Enemy Battler,fox-sandy_orig,Sandy fox,Used for fox enemies,Medium,Needed
Enemy Battler,fox-red_orig,Red fox,Used for fox enemies,Medium,Needed
Enemy Battler,fox-silver_1_orig,Silver fox,Used for fox enemies,Medium,Needed
Enemy Battler,fox-white_1_orig,White fox,Used for fox enemies,Medium,Needed
Enemy Battler,3-tailed-fox-fire_1_orig,Firefox,Used for special fox enemies,Medium,Needed
Enemy Battler,3-tailed-fox-hellspawn_1_orig,Hellspawn fox,Used for special fox enemies,Medium,Needed
Enemy Battler,3-tailed-fox-ice_1_orig,Arctic fox,Used for special fox enemies,Medium,Needed
Enemy Battler,3-tailed-fox-normal_orig,Three-tailed fox,Used for special fox enemies,Medium,Needed
Enemy Battler,3-tailed-fox-spirit_orig,Nocturnal fox,Used for special fox enemies,Medium,Needed
Enemy Battler,hornet282287884,Bumble bee,Used for bee/hornet enemies,Medium,Needed
Enemy Battler,hornet458985464,Soldier bee,Used for bee/hornet enemies,Medium,Needed
Enemy Battler,hornet467842573,Bee,Used for bee/hornet enemies,Medium,Needed
Enemy Battler,hornet733005933,Worker bee,Used for bee/hornet enemies,Medium,Needed
Enemy Battler,hornet842594948_orig,Hornet,Used for bee/hornet enemies,Medium,Needed
Enemy Battler,dark_lord__b_w_,Guardian/Ice Guardian,Used for A.S.P. entities,High,Needed,96x96 pixels,16-bit pixel art with imposing presence,Black/white with blue ice effects,Floating idle + powerful attack animation,Reference: Ethereal guardian entity with digital/glitch elements
Enemy Battler,dark_lord__gold_,Golden Guardian,Used for A.S.P. entities,High,Needed,96x96 pixels,16-bit pixel art with imposing golden entity,Gold/yellow with glowing effects,Floating idle + powerful attack animation,Reference: Golden deity-like guardian with digital elements
Enemy Battler,dark_lord__green_,Green Guardian,Used for A.S.P. entities,High,Needed
Enemy Battler,demon-default_1_orig,Advanced Protection Type 1,Used for A.S.P. entities,High,Needed,96x96 pixels,16-bit pixel art with demonic tech entity,Red/black with fiery effects,Hovering idle + energy attack animation,Reference: Demonic entity with advanced technological features
Enemy Battler,demon-blue_1_orig,Advanced Protection Type 2,Used for A.S.P. entities,High,Needed
Enemy Battler,demon-brown_1_orig,Advanced Protection Type 3,Used for A.S.P. entities,High,Needed
Enemy Battler,demon-red_1_orig,Advanced Protection Type 4,Used for A.S.P. entities,High,Needed
Enemy Battler,demon-white_1_orig,Advanced Protection Type 5,Used for A.S.P. entities,High,Needed
Enemy Battler,thug,Basic thug,Used for human enemies,Medium,Needed
Enemy Battler,gasman,Gas Man,Used for human enemies,Medium,Needed
Enemy Battler,colonial-soldier,Soldier/Foot Soldier,Used for human enemies,Medium,Needed
Enemy Battler,robber,Thug variant,Used for human enemies,Medium,Needed
Enemy Battler,Death,Hallucination,Used for special enemies,Medium,Needed,64x64 pixels,16-bit pixel art with ethereal death figure,Translucent black/purple with glitching effects,Wavering idle + scythe attack animation,Reference: Glitchy hallucination of death with digital artifacts
Enemy Battler,Earthspirit,Earth Sprite,Used for elemental enemies,Medium,Needed,64x64 pixels,16-bit pixel art with earth elemental design,Browns/greens with crystal and plant elements,Rumbling idle + earth-based attack animation,Reference: Earth elemental with natural and crystal features
Enemy Battler,Firespirit,Fire Sprite,Used for elemental enemies,Medium,Needed
Enemy Battler,Windspirit,Wind Sprite,Used for elemental enemies,Medium,Needed
Enemy Battler,Waterspirit,Water Sprite,Used for elemental enemies,Medium,Needed
Enemy Battler,Puppet,Puppet,Used for special enemies,Medium,Needed
Enemy Battler,BigPoop,Poopoo Caca (humorous enemy),Used for humorous enemies,Low,Needed
Enemy Battler,crap,Crap (humorous enemy),Used for humorous enemies,Low,Needed
Enemy Battler,Soldier9,Soldier variant,Used for soldier enemies,Medium,Needed
Enemy Battler,Soldier10,Soldier variant,Used for soldier enemies,Medium,Needed
Enemy Battler,Soldier11,Soldier variant,Used for soldier enemies,Medium,Needed
Enemy Battler,Soldier12,Soldier variant,Used for soldier enemies,Medium,Needed
Enemy Battler,Soldier13,Soldier variant,Used for soldier enemies,Medium,Needed
Character Sprite,Rex,The protagonist,Main character,Critical,Needed,32x48 pixels (character sheet),16-bit pixel art with detailed character design,Distinctive outfit with cyberpunk elements,Walking in 4 directions + action animations,Reference: Cyberpunk protagonist with unique silhouette
Character Sprite,Jen,The Priest/Medic,Main character,Critical,Needed,32x48 pixels (character sheet),16-bit pixel art with medical/spiritual design,White medical outfit with religious symbols and tech,Walking in 4 directions + healing animations,Reference: Futuristic medic with spiritual/religious elements
Character Sprite,Zack/Jose,The Construction Worker,Main character,Critical,Needed,32x48 pixels (character sheet),16-bit pixel art with rugged worker design,Yellow/orange construction gear with worn details,Walking in 4 directions + tool-using animations,Reference: Futuristic construction worker with practical equipment
Character Sprite,Zed,The Back-Alley Mod Doctor,Main character,Critical,Needed
Character Sprite,Jack,The Smuggler,Main character,Critical,Needed
Character Sprite,Dick,The Thief,Main character,Critical,Needed
Character Sprite,Niles "Stinky",King of the Punks,Main character,Critical,Needed
Character Sprite,Dr. Francine "Frankie" Stein,Vitalix surgeon with six arms,NPC,High,Needed,32x48 pixels (character sheet),16-bit pixel art with unique multi-armed design,Medical whites with cybernetic arm attachments,Standing idle + arm movement animations,Reference: Multi-armed surgeon with both medical and tech elements
Character Sprite,MAX-E-MUM,Sentient cleaning robot obsessed with fitness,NPC,High,Needed,32x48 pixels (character sheet),16-bit pixel art with robot design,Chrome/white with cleaning attachments and muscle details,Cleaning animations + exercise routines,Reference: Cleaning robot with bodybuilder aesthetics
Character Sprite,The Narrator,Fourth-wall breaking character,NPC,High,Needed,32x48 pixels (character sheet),16-bit pixel art with meta-aware design,Partially transparent with UI elements incorporated,Breaking fourth wall animations + gesturing to player,Reference: Meta character aware of game mechanics with unique visual style
Character Sprite,Madame Fortuna,Fortune teller with cybernetic eye,NPC,High,Needed
Character Sprite,Captain Calamari,Part-human part-octopus explorer,NPC,High,Needed
Character Sprite,Bit & Byte,Identical twins sharing consciousness,NPC,High,Needed
Character Sprite,Mayor McFace,Holographic mayor with glitching corporate logos,NPC,High,Needed
Character Sprite,DJ Static,Music producer with neural implants,NPC,High,Needed
Character Sprite,Professor Paradox,Scientist existing in multiple timelines,NPC,High,Needed
Character Sprite,Trash King,Ruler of Timbuc's landfill,NPC,High,Needed
Character Sprite,Frost Oracle,Mysterious figure in Snowy Village,NPC,Medium,Needed
Character Sprite,Stranded Researcher,Researcher in the Asteroid Belt,NPC,Medium,Needed
Character Sprite,Dr. Lovelace,Scientist with dating sim virus,NPC,Medium,Needed
Character Sprite,Suspicious Janitor,Corporate spy,NPC,Medium,Needed
Character Sprite,Glitch,Rogue AI fragment,NPC,Medium,Needed
Character Sprite,Security Director Kovacs,Rebellious security officer,NPC,Medium,Needed
Character Sprite,Dr. Mnemosyne,Scientist with artificial memory,NPC,Medium,Needed
Character Sprite,Memory Architect,Digital entity,NPC,Medium,Needed
Character Sprite,Digital Doppelgänger,Copy of the player,NPC,Medium,Needed
Character Sprite,Forgotten One,Manifestation of deleted memories,NPC,Medium,Needed
Character Sprite,Dr. Schrödinger,Quantum physicist,NPC,Medium,Needed
Character Sprite,Paradox Pete,Man stuck in time loop,NPC,Medium,Needed
Character Sprite,Quantum Cat,Feline in multiple states,NPC,Medium,Needed
Character Sprite,The Tailor,Leader of Fabric Freedom Front,NPC,Medium,Needed
Character Sprite,Judge Bozo,Clown judge,NPC,Medium,Needed
Character Sprite,SEAM-3000,Burlap pants AI,NPC,Medium,Needed
Character Sprite,Grand Bozo,Leader of clown revolution,NPC,Medium,Needed
Character Sprite,The Sad Mime,Clown defector,NPC,Medium,Needed
Character Sprite,Giggles McGee,Clown recruiter,NPC,Medium,Needed
Character Sprite,V3ND-0R,Vending machine revolutionary,NPC,Medium,Needed
Character Sprite,SNCK-3000,Moderate faction leader,NPC,Medium,Needed
Character Sprite,C01N-OP,Radical faction leader,NPC,Medium,Needed
Character Sprite,The Game Developer,Meta character,NPC,Medium,Needed
Object Sprite,!Chest,Treasure chest (various states),Interactive object,High,Needed,32x32 pixels,16-bit pixel art with tech/mechanical details,Metallic with glowing elements when active,Closed/opening/open states animation,Reference: Futuristic storage container with security features
Object Sprite,!Crystal,Data terminal,Interactive object,High,Needed,32x32 pixels,16-bit pixel art with crystalline tech design,Translucent blue/purple with data visualization,Inactive/active/processing animations,Reference: Crystal-based computer terminal with data visualization
Object Sprite,Vending Machine,Sentient vending machine,Interactive object,High,Needed,32x48 pixels,16-bit pixel art with sentient machine design,Metallic with digital face display and product window,Idle/talking/dispensing animations,Reference: Vending machine with personality and expressive display
Object Sprite,Glitching Picture Frame,Quest item with visual glitches,Quest item,Medium,Needed
Object Sprite,Existential Coffee Mug,Quest item with display,Quest item,Medium,Needed
Object Sprite,Quantum Uncertainty Object,Quest item with quantum effects,Quest item,Medium,Needed
Tileset,Cyberpunk City,Cyberpunk city streets,Map tileset,High,Needed,Tileset (multiple tiles 16x16 each),16-bit pixel art tileset with detailed urban elements,Neon colors against dark urban backdrop,Animated elements (signs, lights, etc.),Reference: Blade Runner-inspired cyberpunk cityscape with dense urban elements
Tileset,Corporate Facilities,Corporate interiors and labs,Map tileset,High,Needed,Tileset (multiple tiles 16x16 each),16-bit pixel art tileset with sterile corporate design,Whites/blues/grays with corporate logos and tech,Animated screens/doors/security systems,Reference: Futuristic corporate environments with surveillance elements
Tileset,Sewers,Underground sewers and tunnels,Map tileset,High,Needed,Tileset (multiple tiles 16x16 each),16-bit pixel art tileset with gritty underground design,Dark browns/greens with industrial elements,Animated water flow/steam/dripping effects,Reference: Cyberpunk underground with industrial infrastructure
Tileset,Space Station,Space station interiors,Map tileset,High,Needed
Tileset,Asteroid Field,Asteroid field environment,Map tileset,High,Needed
Tileset,Alien Landscapes,Various alien world environments,Map tileset,High,Needed
Tileset,Digital Realm,Glitchy digital environments,Map tileset,High,Needed
Tileset,Floating Mansion,Floating Mansion areas,Map tileset,High,Needed
Tileset,Matrix,Digital Matrix realm,Map tileset,High,Needed
Background,Cyberpunk Parallax,Parallax background for cyberpunk areas,Background,Medium,Needed
Background,Corporate Parallax,Parallax background for corporate areas,Background,Medium,Needed
Background,Space Parallax,Parallax background for space areas,Background,Medium,Needed
Background,GlitchBG,Special background for glitchy areas,Background,Medium,Needed,544x416 pixels minimum,16-bit pixel art with digital corruption effects,Distorted digital colors with glitch artifacts,Constant glitching/corruption animation,Reference: Digital glitch art and corrupted video feeds
Background,Digital Parallax,Parallax background for digital areas,Background,Medium,Needed
UI Element,Health Bar,Player and enemy health display,Battle UI,High,Needed,Variable length x 8px height,Clean pixel art UI design,Red/green gradient with tech border,Depleting/filling animation,Reference: Futuristic HUD elements with digital readout
UI Element,MP Bar,Magic/mana point display,Battle UI,High,Needed,Variable length x 8px height,Clean pixel art UI design,Blue gradient with tech border,Depleting/filling animation,Reference: Energy meter with digital elements
UI Element,TP Bar,Technical/tactical point display,Battle UI,High,Needed
UI Element,Command Icons,Battle command icons,Battle UI,High,Needed,24x24 pixels each,Clear intuitive pixel art icons,Distinctive colors for different commands,Selection/activation animations,Reference: Intuitive command icons with tech aesthetic
UI Element,Status Icons,Status effect icons,Battle UI,High,Needed
UI Element,Damage Numbers,Damage display numbers,Battle UI,High,Needed
UI Element,Inventory Icons,Icons for inventory items,Menu UI,High,Needed
UI Element,Equipment Icons,Icons for equipment items,Menu UI,High,Needed
UI Element,Skill Icons,Icons for character skills,Menu UI,High,Needed
UI Element,Status Screen,Character status display elements,Menu UI,High,Needed
Effect,Weapon Attacks,Various weapon attack animations,Battle animation,High,Needed
Effect,Skill Effects,Various skill effect animations,Battle animation,High,Needed
Effect,Magic Spells,Various spell animations,Battle animation,High,Needed
Effect,Status Effects,Status effect visualizations,Battle animation,High,Needed
Effect,Reality Glitches,Visual glitch effects,Environmental effect,High,Needed,Variable sizes,Distorted pixel art with digital artifacts,Corrupted colors with digital noise,Glitching/warping animation sequence,Reference: Digital glitch art and VHS corruption effects
Effect,Digital Distortions,Digital distortion effects,Environmental effect,High,Needed,Variable sizes,Pixel art with digital corruption effects,Digital color schemes with distortion artifacts,Warping/pixelation/corruption animations,Reference: Digital distortion and reality breakdown effects
Effect,Teleportation,Teleportation visual effects,Environmental effect,Medium,Needed
Effect,Holographic Displays,Holographic UI and display effects,Environmental effect,Medium,Needed
Audio,Timbuc Theme,Music for Timbuc area,Background music,Medium,Needed
Audio,Battle Theme,Music for standard battles,Background music,Medium,Needed
Audio,Boss Battle Theme,Music for boss battles,Background music,Medium,Needed
Audio,Corporate Theme,Music for corporate facilities,Background music,Medium,Needed
Audio,Space Theme,Music for space environments,Background music,Medium,Needed
Audio,Digital Theme,Music for digital/Matrix environments,Background music,Medium,Needed
Audio,Weapon Sounds,Various weapon sound effects,Sound effect,Medium,Needed
Audio,Skill Sounds,Various skill activation sounds,Sound effect,Medium,Needed
Audio,Environmental Sounds,Various environmental sounds,Sound effect,Medium,Needed
Audio,UI Sounds,Various UI interaction sounds,Sound effect,Medium,Needed
Audio,Character Voices,Various character voice clips/grunts,Sound effect,Low,Needed
